,text,pre,truth
12,周良勇，男，汉族，1985年3月参加工作,"[('周 良 勇', '汉 族', 3)]","[('周 良 勇', '汉 族', 3)]"
13,彭震伟、刘文生，小城镇总体规划的城镇空间引导方法探讨，理想空间——上海郊区城镇发展研究，同济大学出版社，2005年6月,"[('彭 震 伟', '同 济 大 学', 5)]","[('彭 震 伟', '上 海', 2)]"
14,北京佰文恒新能源服务有限公司于2006-03-24在朝阳分局登记成立,"[('北 京 佰 文 恒 新 能 源 服 务 有 限 公 司', '2006 - 03 - 24', 17)]","[('北 京 佰 文 恒 新 能 源 服 务 有 限 公 司', '2006 - 03 - 24', 17)]"
15,上海永裕塑胶有限公司于1996年12月12日在上海市工商局登记成立,"[('上 海 永 裕 塑 胶 有 限 公 司', '1996 年 12 月 12 日', 17)]","[('上 海 永 裕 塑 胶 有 限 公 司', '1996 年 12 月 12 日', 17)]"
16,《倾听朱自清：荷塘月色》是2006年中国广播电视出版社出版的图书,"[('倾 听 朱 自 清 ： 荷 塘 月 色', '中 国 广 播 电 视 出 版 社', 12)]","[('倾 听 朱 自 清 ： 荷 塘 月 色', '中 国 广 播 电 视 出 版 社', 12)]"
17,王铮亮除了操刀负责该剧的片头曲、插曲以及配乐在内的所有制作，更创作了片尾曲《只是没有如果》,"[('只 是 没 有 如 果', '王 铮 亮', 9)]","[('只 是 没 有 如 果', '王 铮 亮', 9)]"
18,人物经历高俊，男，1966年10月出生,"[('高 俊', '1966 年 10 月', 4)]","[('高 俊', '1966 年 10 月', 4)]"
19,毕熙燕，北京人，北京师范大学中文系本科及研究生毕业,"[('毕 熙 燕', '北 京 师 范 大 学', 5), ('毕 熙 燕', '北 京', 2)]","[('毕 熙 燕', '北 京 师 范 大 学', 5)]"
20,《二十四史九通政典类要合编（全十四册）》是2009年国家图书馆出版社出版的一本图书，作者是黄书霖,"[('二 十 四 史 九 通 政 典 类 要 合 编 （ 全 十 四 册 ）', '黄 书 霖', 11), ('二 十 四 史 九 通 政 典 类 要 合 编 （ 全 十 四 册 ）', '国 家 图 书 馆 出 版 社', 12)]","[('二 十 四 史 九 通 政 典 类 要 合 编 （ 全 十 四 册 ）', '国 家 图 书 馆 出 版 社', 12)]"
21,王丽坤，舞蹈科班出身，毕业于北京舞蹈学院,"[('王 丽 坤', '北 京 舞 蹈 学 院', 5)]","[('王 丽 坤', '北 京 舞 蹈 学 院', 5)]"
22,《阵纹天下》是连载在起点中文网的小说，作者是高粱九,"[('阵 纹 天 下', '起 点 中 文 网', 10)]","[('阵 纹 天 下', '高 粱 九', 11)]"
23,从王酩的早期作品，从电影《海霞》、《沙鸥》、《小花》的音乐到《青春啊青春》、《边疆的泉水清又纯》、《角落之歌》、《知音》，一直到《春天的钟》、《难忘今宵》等等歌曲，他创作的一部部一首首人们耳熟能详的作品，无不闪现着追求、探索、创新的光彩,"[('春 天 的 钟', '王 酩', 9)]","[('角 落 之 歌', '王 酩', 9)]"
24,楚兴旺是湖南湘潭人，毕业于西安美术学院油画系油画专业，获学士学位,"[('楚 兴 旺', '西 安 美 术 学 院', 5), ('楚 兴 旺', '湖 南 湘 潭', 2)]","[('楚 兴 旺', '湖 南 湘 潭', 2)]"
25,《新东方名师秘诀系列·高考英语词汇速记》是2011年时代出版传媒股份有限公司，安徽科学技术出版社出版的图书，作者是许鹏远,"[('新 东 方 名 师 秘 诀 系 列 · 高 考 英 语 词 汇 速 记', '安 徽 科 学 技 术 出 版 社', 12)]","[('新 东 方 名 师 秘 诀 系 列 · 高 考 英 语 词 汇 速 记', '时 代 出 版 传 媒 股 份 有 限 公 司 ， 安 徽 科 学 技 术 出 版 社', 12)]"
26,新之航传媒集团有限公司（简称新之航传媒），成立于2001年，是一家专业综合传媒策划运营商，拥有中国一级广告企业资质，荣获影响中国十大新锐广告公司、中国新传媒品牌100强、品牌中国总评榜中国广告业品牌“金谱奖”、全国广告行业精神文明先进单位等荣誉称号,"[('新 之 航 传 媒 集 团 有 限 公 司', '2001 年', 17)]","[('新 之 航 传 媒 集 团 有 限 公 司', '2001 年', 17)]"
27,人物简介王兴是彝族人，家中排行老大，1944年当地政府摊派民夫任务时，这个担子自然就落到了他的身上,"[('王 兴', '彝 族', 3)]","[('王 兴', '彝 族', 3)]"
28,演职员表演员表职员表幕后花絮电视剧《孔子》拍摄于1990年，一举获全国精神文明建设“五个一工程”奖和全国电视剧“飞天奖”特别奖，同时获“最佳美术”、“最佳音乐”单项奖，还获得“最佳男主角”、“最佳照明”两项提名荣誉奖，创造了一剧独获五项“飞天奖”的纪录,"[('孔 子', '1990 年', 16)]","[('孔 子', '1990 年', 16)]"
29,章子怡和黄晓明在《无问西东》里扮演上世纪60年代的两个年轻人——王敏佳和陈鹏,"[('无 问 西 东', '黄 晓 明', 13), ('无 问 西 东', '章 子 怡', 13)]","[('无 问 西 东', '黄 晓 明', 13)]"
30,2014年12月25日，悬疑小说作家周浩晖发表微博宣布自己将要就于正新剧《美人制造》涉嫌抄袭自己的小说《邪恶催眠师》一事将于正告上法庭,"[('邪 恶 催 眠 师', '周 浩 晖', 11)]","[('邪 恶 催 眠 师', '周 浩 晖', 11)]"
31,榆林市深度空间建筑装饰工程有限公司于2011年10月11日在榆林市工商行政管理局登记成立,"[('榆 林 市 深 度 空 间 建 筑 装 饰 工 程 有 限 公 司', '2011 年 10 月 11 日', 17)]","[('榆 林 市 深 度 空 间 建 筑 装 饰 工 程 有 限 公 司', '2011 年 10 月 11 日', 17)]"
32,大新华物流宜兴有限公司于2010年01月07日在宜兴市市场监督管理局登记成立,"[('大 新 华 物 流 宜 兴 有 限 公 司', '2010 年 01 月 07 日', 17)]","[('大 新 华 物 流 宜 兴 有 限 公 司', '2010 年 01 月 07 日', 17)]"
33,四川久大蓬莱盐化有限公司始建于1959年12月，是由四川久大制盐有限责任公司全资控股的子公司，位于有中国古代第五大发明之称的“卓筒井”故里的大英县城，是川东最大的制盐生产基地,"[('四 川 久 大 蓬 莱 盐 化 有 限 公 司', '1959 年 12 月', 17)]","[('四 川 久 大 蓬 莱 盐 化 有 限 公 司', '1959 年 12 月', 17)]"
34,2005年，石黑一雄出版了《别让我走》，又跳到了1990年代的英国，聚焦一个培养克隆人的教育机构里少男少女追寻身世之谜的故事,"[('别 让 我 走', '石 黑 一 雄', 12)]","[('别 让 我 走', '石 黑 一 雄', 11)]"
35,温暖的家歌曲《温暖的家》由余致迪作词，曲作者未知，蔡国庆演唱,"[('温 暖 的 家', '余 致 迪', 8), ('温 暖 的 家', '未 知', 9), ('温 暖 的 家', '蔡 国 庆', 6)]","[('温 暖 的 家', '余 致 迪', 8)]"
36,2分集剧情以上内容来自3演职员表演员表职员表以上内容来自4角色介绍以上内容来自5原声资料名称　　演唱备注《游剑江湖》郑少秋片头曲《问情》张德兰片尾曲《游剑江湖》林峰片头曲《问情》朱佳靓片尾曲幕后花絮1、该片中主演陈锦鸿进组之前被误传为了陈奕迅,[],[]
37,——摘自《相声大词典》，薛宝琨主编，百花文艺出版社出版《相声大词典》是我国第一部相声艺术的工具书，以辞书的形式对相声一百多年的历史文化进行归纳、总结、整理、挖掘，涉及相声的源流发展、创作表演、演出方式、艺谚艺诀、行规艺俗、拜师学艺、作品、人物、团体组织、文献资料、活动奖项等方方面面的知识,"[('相 声 大 词 典', '百 花 文 艺 出 版 社', 12)]","[('相 声 大 词 典', '百 花 文 艺 出 版 社', 12)]"
38,电视剧《台湾往事》自从播出以来好评不断，在剧中左小青一人饰演两角，再加上几位男主角的精彩表现更是受到大家的喜爱,"[('台 湾 往 事', '左 小 青', 13)]","[('台 湾 往 事', '左 小 青', 13)]"
39,《英国病人》由安东尼·明格拉执导，电影讲述了以战争和沙漠为背景，演绎一场跨越时空的爱情悲剧,"[('英 国 病 人', '安 东 尼 · 明 格 拉', 14)]","[('英 国 病 人', '安 东 尼 · 明 格 拉', 14)]"
40,陈兆仁，男，1931年5月生，祖籍吉林省榆树县，现任许昌中外旅游劳务输出公司业务经理,"[('陈 兆 仁', '1931 年 5 月', 4)]","[('陈 兆 仁', '1931 年 5 月', 4)]"
41,《飞鹰翱翔》是香港著名艺人林保怡演唱的一首歌曲,"[('飞 鹰 翱 翔', '林 保 怡', 6)]","[('飞 鹰 翱 翔', '林 保 怡', 6)]"
42,山东海博科技信息系统有限公司于2004年11月19日在青岛市工商行政管理局登记成立,"[('山 东 海 博 科 技 信 息 系 统 有 限 公 司', '2004 年 11 月 19 日', 17)]","[('山 东 海 博 科 技 信 息 系 统 有 限 公 司', '2004 年 11 月 19 日', 17)]"
43,李晨在综艺节目《奔跑吧兄弟》、电视剧《北京爱情故事》、电影《极限救援》中有过出色表现的演员、制片人李晨，2017年9月13日在北京被授予“联合国环境署亲善大使”称号,"[('北 京 爱 情 故 事', '李 晨', 13)]","[('极 限 救 援', '李 晨', 13)]"
44,《末世传奇系统》，西欲狼所著科幻小说，首发酷匠网,"[('末 世 传 奇 系 统', '西 欲 狼', 11)]","[('末 世 传 奇 系 统', '西 欲 狼', 11)]"
45,山东工业设计研究院，在淄博市人民政府和山东工艺美术学院的共同努力下，在清华大学美术学院的积极参与和支持下，经过近一年的紧张筹备，2014年5月30日正式挂牌成立,"[('山 东 工 业 设 计 研 究 院', '2014 年 5 月 30 日', 17)]","[('山 东 工 业 设 计 研 究 院', '2014 年 5 月 30 日', 17)]"
46,2001年，邵圣懿考入北京广播学院（中国传媒大学）,"[('邵 圣 懿', '中 国 传 媒 大 学', 5)]","[('邵 圣 懿', '中 国 传 媒 大 学', 5)]"
47,西安公益网，创立于2012年7月,"[('西 安 公 益 网', '2012 年 7 月', 17)]","[('西 安 公 益 网', '2012 年 7 月', 17)]"
48,《中国戏曲艺术通论》是2009年南京大学出版社出版的图书，作者是俞为民,"[('中 国 戏 曲 艺 术 通 论', '俞 为 民', 11)]","[('中 国 戏 曲 艺 术 通 论', '俞 为 民', 11)]"
49,1978年，和田地区革命委员会改为和田地区行政公署,"[('和 田 地 区', '1978 年', 17)]","[('和 田 地 区 行 政 公 署', '1978 年', 17)]"
50,沈晓露1993年毕业于温州医学院，温州东方妇产医院特约专家,"[('沈 晓 露', '温 州 医 学 院', 5)]","[('沈 晓 露', '温 州 医 学 院', 5)]"
51,然而近日，网友通过不少陈年旧照发现，张小斐其实并非喜剧曲艺出身，而是毕业于2005届北京电影学院的表演系本科专业，与现今大红大紫的内地花旦杨幂、袁姗姗等曾同窗为友，怪不得每次出场气质逼人,"[('张 小 斐', '北 京 电 影 学 院', 5), ('杨 幂', '北 京 电 影 学 院', 5)]","[('杨 幂', '北 京 电 影 学 院', 5)]"
52,尚未盈利，但“亏得比对手少”公开资料显示，爱奇艺，原名奇艺，于2010年4月22日正式上线,"[('爱 奇 艺', '2010 年 4 月 22 日', 17)]","[('爱 奇 艺', '2010 年 4 月 22 日', 17)]"
53,陈尚仁 1942年生，烟台冶炼厂副厂长、工程师,"[('陈 尚 仁', '1942 年', 4)]","[('陈 尚 仁', '1942 年', 4)]"
54,《复仇三部曲》是韩国朴赞郁执导的三套相关连的电影,"[('复 仇 三 部 曲', '朴 赞 郁', 14)]","[('复 仇 三 部 曲', '朴 赞 郁', 14)]"
55,上海民华房地产有限公司于1996年6月18日在虹口区市场监督管理局登记成立,"[('上 海 民 华 房 地 产 有 限 公 司', '1996 年 6 月 18 日', 17)]","[('上 海 民 华 房 地 产 有 限 公 司', '1996 年 6 月 18 日', 17)]"
56,感兴趣的朋友们可以重温一下2003年的经典好剧《隋唐英雄传》第10集,"[('隋 唐 英 雄 传', '2003 年', 16)]","[('隋 唐 英 雄 传', '2003', 16)]"
57,2014年6月18日，宋治平向母校吉林大学捐赠一亿元，用于学校中心校区全新体育馆的修建，这也是吉林大学建校以来接受的单笔数额最大的捐赠6,"[('宋 治 平', '吉 林 大 学', 5)]","[('宋 治 平', '吉 林 大 学', 5)]"
58,其中辽足新外援埃杜和詹姆斯联手贡献3粒进球，不过本场最精彩的进球来自辽足中场金泰延，这位朝鲜族小将打入了一粒技惊四座的吊射,"[('金 泰 延', '朝 鲜 族', 3)]","[('金 泰 延', '朝 鲜 族', 3)]"
59,《守先待后》一书精选刘仲敬的札记、随笔、书评及重要篇章集合而成，由广西师范大学出版社出版,"[('守 先 待 后', '广 西 师 范 大 学 出 版 社', 12)]","[('守 先 待 后', '广 西 师 范 大 学 出 版 社', 12)]"
60,发展历史易传媒于2007年4月在美国硅谷成立，公司总部设于上海，并在北京和广州开设办公室,"[('易 传 媒', '2007 年', 17)]","[('易 传 媒', '2007 年', 17)]"
61,南京元乾文化传播有限公司成立于2010年3月10日，总部设在南京市栖霞区迈皋桥街道,"[('南 京 元 乾 文 化 传 播 有 限 公 司', '2010 年 3 月 10 日', 17)]","[('南 京 元 乾 文 化 传 播 有 限 公 司', '2010 年 3 月 10 日', 17)]"
62,黄丽萍毕业于厦门大学，现任广东外语外贸大学法学院教授，代表作品有《国际商法》，《英汉国际商事法律辞典》,"[('黄 丽 萍', '厦 门 大 学', 5)]","[('黄 丽 萍', '厦 门 大 学', 5)]"
63,《牧师神话6》是2012年小说频道出版社出版的图书，作者是十二翼天使,"[('牧 师 神 话 6', '小 说 频 道 出 版 社', 12)]","[('牧 师 神 话 6', '十 二 翼 天 使', 11)]"
64,基本介绍内容简介《并行程序设计原理》由机械工业出版社出版,"[('并 行 程 序 设 计 原 理', '机 械 工 业 出 版 社', 12)]","[('并 行 程 序 设 计 原 理', '机 械 工 业 出 版 社', 12)]"
65,张昭大号：张昭小号：张子布民族：汉籍贯：徐州彭城（江苏徐州）职业：军师、兼职搞政治特长：写书法、搞内政主要经历156年——175年 读书175年——198年 流浪198年——208年 当官，官途坦荡208年——236年 当官，官途坎坷张昭同学是个过分早熟的孩子，别的孩子在闹的时候，他就已经知道读书的重要，是个读书狂魔，书法也写得杠杠的溜,"[('张 昭', '汉', 3), ('张', '汉', 3)]","[('张 昭', '徐 州 彭 城', 2)]"
66,本书的作者来自著名的英国皇家艺术学院，该校走出过乔纳森·伊夫（苹果公司首席设计师）、雷德利·斯科特（电影《末路狂花》的导演）等艺术大师，被誉为“全球艺术与设计大师的摇篮”,"[('末 路 狂 花', '雷 德 利 · 斯 科 特', 14)]","[('末 路 狂 花', '雷 德 利 · 斯 科 特', 14)]"
67,《无间道》，刘德华、梁朝伟、陈道明、黄秋生、曾志伟等多位影帝共同主演，斩获18部影片奖项，包括最佳导演、最佳男主角、最佳影片、最佳剪接、最佳男配等，15项奖项提名，当时的风头无人可望其项背,"[('无 间 道', '梁 朝 伟', 13), ('无 间 道', '刘 德 华', 13), ('无 间 道', '陈 道 明', 13), ('无 间 道', '黄 秋 生', 13)]","[('无 间 道', '曾 志 伟', 13)]"
68,常州市武进马杭色织布有限公司于1994年09月10日在常州市武进区市场监督管理局登记成立,"[('常 州 市 武 进 马 杭 色 织 布 有 限 公 司', '1994 年 09 月 10 日', 17)]","[('常 州 市 武 进 马 杭 色 织 布 有 限 公 司', '1994 年 09 月 10 日', 17)]"
69,人物经历人物轶事苏玫妮，女，1玉林市首位考上香港大学的“学霸”,"[('苏 玫 妮', '香 港 大 学', 5)]","[('苏 玫 妮', '香 港 大 学', 5)]"
70,范冰冰出生于山东青岛，后跟随父母定居山东烟台，父亲范涛是海军文工团的歌手，母亲张传美曾是一名舞蹈演员，后为烟台港务局的文化干部,"[('范 冰 冰', '山 东 青 岛', 2)]","[('范 冰 冰', '山 东 青 岛', 2)]"
71,刘嘉昌，男，1930年生人，天津金（万昌）派梅花大鼓名票、天津市二十一中学退休教师,"[('刘 嘉 昌', '1930 年', 4)]","[('刘 嘉 昌', '1930 年', 4)]"
72,2002年7月，蔡依林文字写真书推出，随书推出一首处女作《骑士精神》歌词，把多年来在歌坛上的心情都化成文字,"[('骑 士 精 神', '蔡 依 林', 8)]","[('骑 士 精 神', '蔡 依 林', 8)]"
73,《契诃夫文集（第十五卷）》是1999年上海译文出版社出版的图书，作者是契诃夫,"[('契 诃 夫 文 集 （ 第 十 五 卷 ）', '上 海 译 文 出 版 社', 12)]","[('契 诃 夫 文 集 （ 第 十 五 卷 ）', '上 海 译 文 出 版 社', 12)]"
74,说起林子善也许大家不太清楚他是谁，但如果你喜欢爱星爷周星驰的电影，那你一定会记得在《喜剧之王》里面的这一位“洪爷”,"[('喜 剧 之 王', '周 星 驰', 13), ('喜 剧 之 王', '周 星 驰', 14), ('喜 剧 之 王', '林 子 善', 13)]","[('喜 剧 之 王', '林 子 善', 13)]"
75,1989年，电视剧《义不容情》播出，邵美琪首次饰演女一号赵加敏,"[('义 不 容 情', '1989 年', 16)]","[('义 不 容 情', '1989 年', 16)]"
76,评价2004年7月19日晚9点15分许，日本前首相铃木善幸东京都新宿区国立国际医疗中心去世，享年93岁,"[('铃 木 善 幸', '日 本', 1)]","[('铃 木 善 幸', '日 本', 1)]"
77,[音乐]第2集_《心经》(孟庭苇 唱),"[('心 经', '孟 庭 苇', 6)]","[('心 经', '孟 庭 苇', 6)]"
78,《管理的前沿》是1999年上海译文出版的图书,"[('管 理 的 前 沿', '上 海 译 文', 12)]","[('管 理 的 前 沿', '上 海 译 文', 12)]"
79,最终该剧全网播放量才30亿左右，且无论剧情还是播放量，跟2015年钟汉良的《何以笙箫默》（100亿播放量）相比，简直是天壤之别,"[('何 以 笙 箫 默', '2015 年', 16)]","[('何 以 笙 箫 默', '钟 汉 良', 13)]"
80,电视剧《仁者春秋》1是唐国强担任总导演、潘越执导,"[('仁 者 春 秋', '潘 越', 14), ('仁 者 春 秋', '唐 国 强', 14)]","[('仁 者 春 秋', '唐 国 强', 14)]"
81,6月1日，发布与王源合唱翻唱作品《洋葱》，官方首发版半月播放53万次，优酷播放161万次，音悦台播放372万次，被五月天阿信、刘若英转载,"[('洋 葱', '王 源', 6)]","[('洋 葱', '王 源', 6)]"
82,"随着国际社会对中国的兴趣增加,文化“走出去”从平台到内容,还要讲好中国故事,弘扬中国精神,四川大学文化科技协同创新研究中心主任姜生表示,越是国际化越需要有“我是谁”的民族表达,通过有思想逻辑的文化产品实现文化传播和精神升华,才是文化“走出去”的根本要义","[('姜 生', '中 国', 1)]","[('姜 生', '中 国', 1)]"
83,本期华晨宇第一个出场，他演唱的是自己的代表作《我管你》据说这首歌是花花粉丝的最爱，华晨宇凭借这首歌拿下了本期的第一名，有个词叫燃爆现场如果你不明白是什么意思的话，可以看看这一次华晨宇的表演,"[('我 管 你', '华 晨 宇', 6)]","[('我 管 你', '华 晨 宇', 6)]"
84,第一次知道吴亦凡，是因为有几天下午学校放了一首歌《有一个地方》，刚开始听觉得很不错，还有点喜欢其中的一句歌词：有一个地方，只有你和我知道,"[('有 一 个 地 方', '吴 亦 凡', 6)]","[('有 一 个 地 方', '吴 亦 凡', 6)]"
85,《虔诚异教徒》是百度文学旗下纵横中文网签约作家默守城创作的一部西方奇幻小说，小说已于2012-08-06正式发布,"[('虔 诚 异 教 徒', '默 守 城', 11), ('虔 诚 异 教 徒', '纵 横 中 文 网', 10)]","[('虔 诚 异 教 徒', '默 守 城', 11)]"
86,陈容，字公储，号所翁，福建长乐人，南宋端平二年（1235年）进士，曾做过福建莆田太守,"[('陈 容', '福 建 长 乐', 2)]","[('陈 容', '福 建', 2)]"
87,江疏影长得又漂亮又有辨识度，演技也不错，致青春里的江疏影很是惊艳，后来江疏影又一次让我们感到惊艳，是在2016年《好先生》这部剧里,"[('好 先 生', '江 疏 影', 13)]","[('好 先 生', '江 疏 影', 13)]"
88,上海熊猫机器人科技有限公司于2015年6月26日在自贸区市场监督管理局登记成立,"[('上 海 熊 猫 机 器 人 科 技 有 限 公 司', '2015 年 6 月 26 日', 17)]","[('上 海 熊 猫 机 器 人 科 技 有 限 公 司', '2015 年 6 月 26 日', 17)]"
89,《校园班级主题活动黑板报墙报选编》是由上海书画出版社出版的一部教育作品,"[('校 园 班 级 主 题 活 动 黑 板 报 墙 报 选 编', '上 海 书 画 出 版 社', 12)]","[('校 园 班 级 主 题 活 动 黑 板 报 墙 报 选 编', '上 海 书 画', 12)]"
90,济南一颗灯光电科技有限公司，成立于2015年8月,"[('济 南 一 颗 灯 光 电 科 技 有 限 公 司', '2015 年 8 月', 17)]","[('济 南 一 颗 灯 光 电 科 技 有 限 公 司', '2015 年 8 月', 17)]"
91,《疯狂先生》于2015年9月23日上线播出第一季第一集，全季共8集，每集时长8-10分钟，每周三更新一集,"[('疯 狂 先 生', '2015 年 9 月 23 日', 16)]","[('疯 狂 先 生', '2015 年 9 月 23 日', 16)]"
92,中建恒业投资集团有限公司于2007-04-04在北京市工商行政管理局登记成立,"[('中 建 恒 业 投 资 集 团 有 限 公 司', '2007 - 04 - 04', 17)]","[('中 建 恒 业 投 资 集 团 有 限 公 司', '2007 - 04 - 04', 17)]"
93,北京中金爱尚资产管理有限公司于2014-01-10在东城分局登记成立,"[('北 京 中 金 爱 尚 资 产 管 理 有 限 公 司', '2014 - 01 - 10', 17)]","[('北 京 中 金 爱 尚 资 产 管 理 有 限 公 司', '2014 - 01 - 10', 17)]"
94,《玩酷》是潘玮柏2007年发行的国语专辑想1,"[('玩 酷', '潘 玮 柏', 6), ('玩 酷', '想 1', 7)]","[('玩 酷', '潘 玮 柏', 6)]"
95,青岛华大昌商贸有限公司于2015年11月03日在青岛市黄岛区工商行政管理局登记成立,"[('青 岛 华 大 昌 商 贸 有 限 公 司', '2015 年 11 月 03 日', 17)]","[('青 岛 华 大 昌 商 贸 有 限 公 司', '2015 年 11 月 03 日', 17)]"
96,《女人香》是电视剧《长在面包树上的女人》的插曲，由严艺丹演唱,"[('女 人 香', '严 艺 丹', 6)]","[('女 人 香', '严 艺 丹', 6)]"
97,简介浙江南洋科技股份有限公司成立于2001年11月,"[('浙 江 南 洋 科 技 股 份 有 限 公 司', '2001 年 11 月', 17)]","[('南 洋 科 技', '2001 年 11 月', 17)]"
98,刘嘉凌于1982年毕业于北京大学获理科学士学位，1989年获美国麻省理工学院物理学科  学硕士学位,"[('刘 嘉 凌', '北 京 大 学', 5)]","[('刘 嘉 凌', '北 京 大 学', 5)]"
99,《电气基本技能训练》是2005年中央广播电视大学出版社出版的图书,"[('电 气 基 本 技 能 训 练', '中 央 广 播 电 视 大 学 出 版 社', 12)]","[('电 气 基 本 技 能 训 练', '中 央 广 播 电 视 大 学 出 版', 12)]"
100,《常用办公设备的检测与维修》是电子工业出版社出版的图书,"[('常 用 办 公 设 备 的 检 测 与 维 修', '电 子 工 业 出 版 社', 12)]","[('常 用 办 公 设 备 的 检 测 与 维 修', '电 子 工 业 出 版 社', 12)]"
101,广州寅源餐饮服务有限公司于2007年04月25日在广州市工商行政管理局番禺分局登记成立,"[('广 州 寅 源 餐 饮 服 务 有 限 公 司', '2007 年 04 月 25 日', 17)]","[('广 州 寅 源 餐 饮 服 务 有 限 公 司', '2007 年 04 月 25 日', 17)]"
102,中化石油有限公司成立于1988年5月21日，是中国中化集团公司的全资子公司，主要从事原油、成品油的进出口业务，是中化公司在国内经营石油贸易的专业公司,"[('中 化 石 油 有 限 公 司', '1988 年 5 月 21 日', 17)]","[('中 化 石 油 有 限 公 司', '1988 年 5 月 21 日', 17)]"
103,司马衷生于公元259年，是司马炎的长子,"[('司 马 衷', '259 年', 4)]","[('司 马 衷', '259 年', 4)]"
104,沈景修 （1835－1899）字蒙叔，一作梦粟，号蒙庐、汲民，又号蒲寮子，晚号寒柯，别署颇罗居士、阿蒙、蒙老等,"[('沈 景 修', '1835', 4)]","[('沈 景 修', '1835', 4)]"
105,公司介绍江西通慧科技发展有限公司成立于2004年,"[('江 西 通 慧 科 技 发 展 有 限 公 司', '2004 年', 17)]","[('江 西 通 慧 科 技 发 展 有 限 公 司', '2004 年', 17)]"
106,个人简介叶坚广，男，生于1981年02月11日，祖籍浙江青田县,"[('叶 坚 广', '1981 年 02 月 11 日', 4)]","[('叶 坚 广', '1981 年 02 月 11 日', 4)]"
107,蒋碧薇后来两人又回国，徐悲鸿在南京中央大学任教，又爱上了自己的学生孙韵君，给他改了个名字叫“孙多慈”，买了对情侣戒指，一只刻“悲”，一只刻“慈”,[],"[('孙 多 慈', '南 京 中 央 大 学', 5)]"
108,林晓蔚，女，中南大学艺术学院，2001年9月至2005年6月，就读于中南大学艺术学院工业设计系，开始学习工业设计,"[('林 晓 蔚', '中 南 大 学', 5)]","[('林 晓 蔚', '中 南 大 学', 5)]"
