,text,pre,truth
17,天津市财政局（天津市地方税务局）副局长、党组成员  个人简历：  张家林，女，汉族，1951年10月出生，天津市人，中共党员，大学普通班学历，现任天津市财政局（天津市地方税务局）副局长、党组成员,"[('张 家 林', '汉 族', 3)]","[('张 家 林', '1951 年 10 月', 4), ('张 家 林', '汉 族', 3), ('张 家 林', '天 津 市', 2)]"
18,王锦丰 男，汉族，1930年12月出生，河北省乐亭县人,"[('王 锦 丰', '汉 族', 3)]","[('王 锦 丰', '河 北 省 乐 亭 县', 2), ('王 锦 丰', '汉 族', 3), ('王 锦 丰', '1930 年 12 月', 4)]"
19,《亲爱的路人》是由湖南文艺出版社在2017年3月出版的一本书，作者是梅子黄时雨,"[('亲 爱 的 路 人', '梅 子 黄 时 雨', 11), ('亲 爱 的 路 人', '湖 南 文 艺 出 版 社', 12)]","[('亲 爱 的 路 人', '梅 子 黄 时 雨', 11), ('亲 爱 的 路 人', '湖 南 文 艺 出 版 社', 12)]"
20,资料烛光舞  所属专辑：全新接触  作词：向雪怀  演唱：叶振棠1歌词遥远歌声将温情倾诉，遥望晚星急赶来照路，人生旅途虽不知道，爱是时刻不停鼓舞,"[('烛 光 舞', '叶 振 棠', 6), ('烛 光 舞', '全 新 接 触', 7), ('烛 光 舞', '向 雪 怀', 8)]","[('烛 光 舞', '叶 振 棠', 6), ('烛 光 舞', '全 新 接 触', 7)]"
21,《我与我自己的二三事》是2006年在唐山出版社出版的书籍，作者是英培安,"[('我 与 我 自 己 的 二 三 事', '英 培 安', 11), ('我 与 我 自 己 的 二 三 事', '唐 山 出 版 社', 12)]","[('我 与 我 自 己 的 二 三 事', '英 培 安', 11), ('我 与 我 自 己 的 二 三 事', '唐 山 出 版 社', 12)]"
22,《飞虎》是中国香港电视广播有限公司制作的时装警匪电视剧，由马德钟、宣萱领衔主演，林志华监制，制作成本逾千万港元,"[('林 志 华', '中 国', 1)]","[('飞 虎', '香 港 电 视 广 播 有 限 公 司', 0), ('飞 虎', '马 德 钟', 13), ('飞 虎', '宣 萱', 13), ('林 志 华', '中 国', 1)]"
23,《预谋结婚》是百度文学旗下纵横中文网签约作家曲小涵创作的一部都市生活小说，小说已于2014-03-05正式发布,"[('预 谋 结 婚', '曲 小 涵', 11), ('预 谋 结 婚', '纵 横 中 文 网', 10)]","[('预 谋 结 婚', '曲 小 涵', 11), ('预 谋 结 婚', '纵 横 中 文 网', 10)]"
24,徐月焕，男，汉族，1961年7月生，浙江淳安人，无党派，1982年8月参加工作，中央党校大学学历,"[('徐 月 焕', '汉 族', 3), ('徐 月 焕', '中 央 党 校', 5)]","[('徐 月 焕', '1961 年 7 月', 4), ('徐 月 焕', '浙 江 淳 安', 2), ('徐 月 焕', '汉 族', 3), ('徐 月 焕', '中 央 党 校', 5)]"
25,《凌九霄》是一本小说，作者为你变成风，在起点中文网连载,"[('凌 九 霄', '起 点 中 文 网', 10)]","[('凌 九 霄', '为 你 变 成 风', 11), ('凌 九 霄', '起 点 中 文 网', 10)]"
26,倪金德，1916年生，奉天省营口（今辽宁省营口市）人,"[('倪 金 德', '1916 年', 4), ('倪 金 德', '奉 天 省 营 口', 2)]","[('倪 金 德', '1916 年', 4), ('倪 金 德', '奉 天 省 营 口', 2)]"
27,简介李克熙，男，汉族，四川蒲江县人，1929年11月生，大学肄业，高级政工师任职资格，民革党员,"[('李 克 熙', '汉 族', 3)]","[('李 克 熙', '汉 族', 3), ('李 克 熙', '1929 年 11 月', 4), ('李 克 熙', '四 川 蒲 江 县', 2)]"
28,《夙城》是连载于起点中文网的小说，作者是神寂灭,"[('夙 城', '起 点 中 文 网', 10)]","[('夙 城', '神 寂 灭', 11), ('夙 城', '起 点 中 文 网', 10)]"
29,《对峙》是由张夷非执导的一部电视剧，由程煜、王奎荣等主演,"[('对 峙', '王 奎 荣', 13), ('对 峙', '张 夷 非', 14), ('对 峙', '程 煜', 13)]","[('对 峙', '王 奎 荣', 13), ('对 峙', '张 夷 非', 14), ('对 峙', '程 煜', 13)]"
30,《现代质量成本管理》是2006年8月1日中国计量出版社出版的图书，作者是杨文培,"[('现 代 质 量 成 本 管 理', '杨 文 培', 11), ('现 代 质 量 成 本 管 理', '中 国 计 量 出 版 社', 12)]","[('现 代 质 量 成 本 管 理', '中 国 计 量', 12), ('现 代 质 量 成 本 管 理', '杨 文 培', 11)]"
31,甄妮--情感高烧专辑名称:至爱2000精选,"[('情 感 高 烧', '甄 妮', 6), ('情 感 高 烧', '至 爱 2000', 7)]","[('情 感 高 烧', '甄 妮', 6), ('情 感 高 烧', '至 爱 2000 精 选', 7)]"
32,胡文仲，1935 年生于天津，祖籍江苏,"[('胡 文 仲', '1935 年', 4), ('胡 文 仲', '天 津', 2)]","[('胡 文 仲', '1935 年', 4), ('胡 文 仲', '天 津', 2)]"
33,原标题：给你展现下雷佳音的“怂萌”，太乖巧了雷佳音，1983年8月29日出生于辽宁省鞍山市，中国内地影视男演员，毕业于上海戏剧学院表演系,"[('雷 佳 音', '上 海 戏 剧 学 院 表 演 系', 5)]","[('雷 佳 音', '1983 年 8 月 29 日', 4), ('雷 佳 音', '上 海 戏 剧 学 院 表 演 系', 5), ('雷 佳 音', '辽 宁 省 鞍 山 市', 2)]"
34,《六道之麒麟墓》是连载于起点中文网的网络小说，作者是深山道人,"[('六 道 之 麒 麟 墓', '起 点 中 文 网', 10), ('六 道 之 麒 麟 墓', '深 山 道 人', 11)]","[('六 道 之 麒 麟 墓', '起 点 中 文 网', 10), ('六 道 之 麒 麟 墓', '深 山 道 人', 11)]"
35,人物简介崔显琦，男，汉族，1957年3月出生，湖北恩施人，大专文化，人物经历1983年12月招聘为恩施市崔坝镇公社干部,"[('崔 显 琦', '1957 年 3 月', 4), ('崔 显 琦', '汉 族', 3), ('崔 显 琦', '湖 北 恩 施', 2)]","[('崔 显 琦', '1957 年 3 月', 4), ('崔 显 琦', '汉 族', 3), ('崔 显 琦', '湖 北 恩 施', 2)]"
36,徐祯卿（1479－1511年），字昌谷，一字昌国，汉族，吴县（今江苏苏州）人，祖籍常熟梅李镇，后迁居吴县,"[('徐 祯 卿', '1479', 4), ('徐 祯 卿', '吴 县', 2), ('徐 祯 卿', '汉 族', 3)]","[('徐 祯 卿', '1479', 4), ('徐 祯 卿', '吴 县', 2), ('徐 祯 卿', '汉 族', 3), ('徐 祯 卿', '江 苏', 2)]"
37,卫强，男，汉族，河南宜阳人，1965年3月出生，1990年7月参加工作，研究生学历，工学学士，高级审计师，1996年12月加入中国共产党,"[('卫 强', '汉 族', 3)]","[('卫 强', '河 南 宜 阳', 2), ('卫 强', '汉 族', 3), ('卫 强', '1965 年 3 月', 4)]"
38,个人履历江泽慧1960年6月毕业于安徽农学院林学系，1962年加入中国共产党,"[('江 泽 慧', '中 国', 1), ('江 泽 慧', '安 徽 农 学 院', 5)]","[('江 泽 慧', '安 徽 农 学 院 林 学 系', 5), ('江 泽 慧', '安 徽 农 学 院', 5)]"
39,《巴比伦与亚述文明》于殿利编著，该书由北京师范大学出版社于2013年出版,"[('巴 比 伦 与 亚 述 文 明', '北 京 师 范 大 学 出 版 社', 12)]","[('巴 比 伦 与 亚 述 文 明', '于 殿 利', 11), ('巴 比 伦 与 亚 述 文 明', '北 京 师 范 大 学 出 版 社', 12)]"
40,《意乱情迷》是刘德华的歌曲，收录在专辑《真生命》当中,"[('意 乱 情 迷', '真 生 命', 7), ('意 乱 情 迷', '刘 德 华', 6)]","[('意 乱 情 迷', '真 生 命', 7), ('意 乱 情 迷', '刘 德 华', 6)]"
41,《请你不要伤害我》是一首歌的歌名，演唱歌手为安东，隶属于安东单曲集,"[('请 你 不 要 伤 害 我', '安 东 单 曲 集', 7)]","[('请 你 不 要 伤 害 我', '安 东', 6), ('请 你 不 要 伤 害 我', '安 东 单 曲 集', 7)]"
42,《爱情来点赞》是歌手张可儿演唱的歌曲，由王德清填词，李青谱曲，阿冷编曲，该歌曲2014年6月3日发行,"[('爱 情 来 点 赞', '李 青', 9), ('爱 情 来 点 赞', '王 德 清', 8), ('爱 情 来 点 赞', '张 可 儿', 6)]","[('爱 情 来 点 赞', '李 青', 9), ('爱 情 来 点 赞', '王 德 清', 8), ('爱 情 来 点 赞', '张 可 儿', 6)]"
43,《午夜寻访录》是由刘天荣自编自导，沙溢、胡可、李琦、付宏等主演的惊悚电影,"[('午 夜 寻 访 录', '刘 天 荣', 14)]","[('午 夜 寻 访 录', '刘 天 荣', 14), ('午 夜 寻 访 录', '沙 溢', 13), ('午 夜 寻 访 录', '胡 可', 13), ('午 夜 寻 访 录', '李 琦', 13)]"
44,綦军，男，汉族，1958年2月出生，中共党员，大学本科,"[('綦 军', '1958 年 2 月', 4), ('綦 军', '汉 族', 3)]","[('綦 军', '1958 年 2 月', 4), ('綦 军', '汉 族', 3)]"
45,邓大球1，男，土家族，1955年5月出生，湖南慈利县人，1975年9月参加工作，大专文化，现任慈利县政协副主席、县工商业联合会会长、总商会会长,"[('邓 大 球', '湖 南 慈 利 县', 2), ('邓 大 球', '1955 年 5 月', 4), ('邓 大 球', '土 家 族', 3)]","[('邓 大 球', '土 家 族', 3), ('邓 大 球', '1955 年 5 月', 4), ('邓 大 球', '湖 南 慈 利 县', 2)]"
46,《重生之神级败家子》1辰机唐红豆所著都市异能小说，首发起点中文网，现在中国移动和阅读登载,"[('重 生 之 神 级 败 家 子', '起 点 中 文 网', 10)]","[('重 生 之 神 级 败 家 子', '起 点 中 文 网', 10), ('重 生 之 神 级 败 家 子', '辰 机 唐 红 豆', 11)]"
47,曹睿是曹丕的儿子，那会儿袁熙早就死了曹魏烈祖明皇帝曹叡（204年－239年1月22日），字元仲，史称魏明帝，中国三国时期曹魏的第二位皇帝，从小得到祖父曹操的喜爱,"[('曹 睿', '中 国', 1)]","[('曹 操', '中 国', 1), ('曹 丕', '中 国', 1)]"
48,《秦俑》是林冠吟演唱的一首歌曲，收录在专辑《我是火星人》，由余一霞作词，林冠吟谱曲,"[('秦 俑', '余 一 霞', 8), ('秦 俑', '林 冠 吟', 9)]","[('秦 俑', '余 一 霞', 8), ('秦 俑', '林 冠 吟', 6), ('秦 俑', '林 冠 吟', 9), ('秦 俑', '我 是 火 星 人', 7)]"
49,覃华军，男，1971年6月出生，壮族，籍贯广西河池，出生地广西河池，1999年7月加入中国共产党，1991年7月参加工作，中央党校在职大学学历,"[('覃 华 军', '壮 族', 3)]","[('覃 华 军', '壮 族', 3), ('覃 华 军', '广 西 河 池', 2), ('覃 华 军', '1971 年 6 月', 4)]"
50,《定位寻宝系统》是起点中文网作家沐雪沉风所著的仙侠网络小说,"[('定 位 寻 宝 系 统', '沐 雪 沉 风', 11), ('定 位 寻 宝 系 统', '起 点 中 文 网', 10)]","[('定 位 寻 宝 系 统', '沐 雪 沉 风', 11), ('定 位 寻 宝 系 统', '起 点 中 文 网', 10)]"
51,《第一种危机》是王永执导，冯绍峰、李小璐、王庆祥等主演的商业间谍剧,"[('第 一 种 危 机', '王 永', 14)]","[('第 一 种 危 机', '王 庆 祥', 13), ('第 一 种 危 机', '李 小 璐', 13), ('第 一 种 危 机', '冯 绍 峰', 13), ('第 一 种 危 机', '王 永', 14)]"
52,《情若无花不结果》是张德兰的音乐作品，收录在《长青树2》专辑中,"[('情 若 无 花 不 结 果', '长 青 树 2', 7)]","[('情 若 无 花 不 结 果', '张 德 兰', 6), ('情 若 无 花 不 结 果', '长 青 树 2', 7)]"
53,张宏宾艺术简历，1960年毕业于中央美术学院附中，1965年毕业于中央工艺美术学院壁画专业，是新中国培养的第一代壁画专业工作者,"[('张 宏 宾', '中 央 美 术 学 院', 5)]","[('张 宏 宾', '中 国', 1), ('张 宏 宾', '中 央 美 术 学 院', 5)]"
54,个人简介黄和，男，壮族，1973年10月出生，广西靖西人，在职大学学历，1995年7月参加工作，1994年5月加入中国共产党，现任百色市委维护稳定工作领导小组办公室专职副主任（副处级），拟提任副处级领导职务,"[('黄 和', '壮 族', 3), ('黄 和', '1973 年 10 月', 4), ('黄 和', '广 西 靖 西', 2)]","[('黄 和', '壮 族', 3), ('黄 和', '1973 年 10 月', 4), ('黄 和', '广 西 靖 西', 2)]"
55,张烈，1938年出生，中国著名孙氏拳武术大师、孙存周先生嫡传弟子，原是北京人氏，后去天津工作，虽身高不过一米六，但体魄健壮，气质不凡，闻其言、观其神，足可证之,"[('张 烈', '1938 年', 4), ('张 烈', '中 国', 1)]","[('张 烈', '北 京', 2), ('张 烈', '中 国', 1), ('孙 氏', '中 国', 1), ('张 烈', '1938 年', 4)]"
56,《现代黑白摄影/现代摄影人丛书》是2000年中国工人出版社出版的图书，作者是杨晓利,"[('现 代 黑 白 摄 影 / 现 代 摄 影 人 丛 书', '杨 晓 利', 11), ('现 代 黑 白 摄 影 / 现 代 摄 影 人 丛 书', '中 国 工 人 出 版 社', 12)]","[('现 代 黑 白 摄 影 / 现 代 摄 影 人 丛 书', '杨 晓 利', 11), ('现 代 黑 白 摄 影 / 现 代 摄 影 人 丛 书', '中 国 工 人 出 版 社', 12)]"
57,《期货投资入门与技巧》是2007年经济管理出版社出版的图书，作者是武玫，李卫东，王哲晗,"[('期 货 投 资 入 门 与 技 巧', '经 济 管 理 出 版 社', 12)]","[('期 货 投 资 入 门 与 技 巧', '武 玫', 11), ('期 货 投 资 入 门 与 技 巧', '李 卫 东', 11), ('期 货 投 资 入 门 与 技 巧', '经 济 管 理 出 版 社', 12)]"
58,胡显发，男，1977年2月出生，汉族，重庆市奉节县人，1998年1月加入中国共产党，研究生毕业，硕士学位，2003年7月参加工作并分配至朝阳法院，历任书记员、助理审判员、团委书记，曾任北京市朝阳区人民法院团委书记，副科级助理审判员,"[('胡 显 发', '重 庆 市 奉 节 县', 2), ('胡 显 发', '汉 族', 3), ('胡 显 发', '1977 年 2 月', 4)]","[('胡 显 发', '重 庆 市 奉 节 县', 2), ('胡 显 发', '汉 族', 3), ('胡 显 发', '1977 年 2 月', 4)]"
59,《世界文坛百年回望》是2007年浙江大学出版社出版的图书，作者是毛信德,"[('世 界 文 坛 百 年 回 望', '浙 江 大 学 出 版 社', 12), ('世 界 文 坛 百 年 回 望', '毛 信 德', 11)]","[('世 界 文 坛 百 年 回 望', '浙 江 大 学', 12), ('世 界 文 坛 百 年 回 望', '毛 信 德', 11)]"
60,2010年，孙俪出演刘镇伟执导的的爱情喜剧《越光宝盒》，饰演为求真爱紧追不舍的玫瑰仙子33,"[('越 光 宝 盒', '刘 镇 伟', 14), ('越 光 宝 盒', '孙 俪', 13)]","[('越 光 宝 盒', '刘 镇 伟', 14), ('越 光 宝 盒', '孙 俪', 13)]"
61,《法语300句》是2006年上海外教出版社出版的图书，作者是陈伟,"[('法 语 300 句', '上 海 外 教 出 版 社', 12)]","[('法 语 300 句', '上 海 外 教', 12), ('法 语 300 句', '陈 伟', 11)]"
62,"来建础，女,汉族,1953年9月生,中共党员，华东师范大学宗教文化研究中心副秘书长","[('来 建 础', '汉 族', 3)]","[('来 建 础', '汉 族', 3), ('来 建 础', '1953 年 9 月', 4)]"
63,《学用中医体会录》是2010年人民卫生出版社出版的图书，作者是魏子孝,"[('学 用 中 医 体 会 录', '人 民 卫 生 出 版 社', 12)]","[('学 用 中 医 体 会 录', '人 民 卫 生', 12), ('学 用 中 医 体 会 录', '魏 子 孝', 11)]"
64,《百家乐翻天》是由王晶执导，杜汶泽、薛凯琪、罗家英主演的一部喜剧电影,"[('百 家 乐 翻 天', '罗 家 英', 13), ('百 家 乐 翻 天', '王 晶', 14), ('百 家 乐 翻 天', '薛 凯 琪', 13), ('百 家 乐 翻 天', '杜 汶 泽', 13)]","[('百 家 乐 翻 天', '罗 家 英', 13), ('百 家 乐 翻 天', '杜 汶 泽', 13), ('百 家 乐 翻 天', '薛 凯 琪', 13), ('百 家 乐 翻 天', '王 晶', 14)]"
65,《中医妇科治疗大成》是1997年河北科技出版社出版的图书，作者是郭志强，张宗芳,"[('中 医 妇 科 治 疗 大 成', '河 北 科 技 出 版 社', 12), ('中 医 妇 科 治 疗 大 成', '张 宗 芳', 11), ('中 医 妇 科 治 疗 大 成', '郭 志 强', 11)]","[('中 医 妇 科 治 疗 大 成', '河 北 科 技 出 版 社', 12), ('中 医 妇 科 治 疗 大 成', '张 宗 芳', 11), ('中 医 妇 科 治 疗 大 成', '郭 志 强', 11)]"
66,王丽萍，1976年7月出生于辽宁凤城，田径运动员，奥运冠军,"[('王 丽 萍', '1976 年 7 月', 4), ('王 丽 萍', '辽 宁 凤 城', 2)]","[('王 丽 萍', '1976 年 7 月', 4), ('王 丽 萍', '辽 宁 凤 城', 2)]"
67,和红卫，男，纳西族，1967年1月生，籍贯云南丽江古城，1986年7月参加工作，中共党员，大学学历,"[('和 红 卫', '1967 年 1 月', 4), ('和 红 卫', '纳 西 族', 3)]","[('和 红 卫', '1967 年 1 月', 4), ('和 红 卫', '云 南 丽 江 古 城', 2), ('和 红 卫', '纳 西 族', 3)]"
68,《挡不住的奇迹》是由汤姆·汉克斯执导的喜剧片，汤姆汉克斯、汤姆·艾弗列特·斯科特等主演,"[('挡 不 住 的 奇 迹', '汤 姆 · 汉 克 斯', 14)]","[('挡 不 住 的 奇 迹', '汤 姆 · 汉 克 斯', 14), ('挡 不 住 的 奇 迹', '汤 姆 汉 克 斯', 13)]"
69,秦哲为 男，汉族，1936年12月生，甘肃张掖币人,"[('秦 哲', '汉 族', 3)]","[('秦 哲 为', '1936 年 12 月', 4), ('秦 哲 为', '汉 族', 3), ('秦 哲 为', '甘 肃 张 掖', 2)]"
70,《英语名词的表达与理解》是2007年9月华中科技大出版社出版的图书，作者是孙勉志,"[('英 语 名 词 的 表 达 与 理 解', '华 中 科 技 大', 12), ('英 语 名 词 的 表 达 与 理 解', '孙 勉 志', 11)]","[('英 语 名 词 的 表 达 与 理 解', '华 中 科 技 大', 12), ('英 语 名 词 的 表 达 与 理 解', '孙 勉 志', 11)]"
71,《都市英雄》是由导演唐彦林执导、演员梁冠华、姜少华二位领衔主演的都市打工喜剧电视剧,"[('都 市 英 雄', '唐 彦 林', 14)]","[('都 市 英 雄', '姜 少 华', 13), ('都 市 英 雄', '梁 冠 华', 13), ('都 市 英 雄', '唐 彦 林', 14)]"
72,《近代中国报道：1839～1919：插图本》是首都师范大学出版社2006年出版的图书，作者是齐钟久,"[('近 代 中 国 报 道 ： 1839～1919 ： 插 图 本', '首 都 师 范 大 学 出 版 社', 12), ('近 代 中 国 报 道 ： 1839～1919 ： 插 图 本', '齐 钟 久', 11)]","[('近 代 中 国 报 道 ： 1839～1919 ： 插 图 本', '首 都 师 范 大 学 出 版 社', 12), ('齐 钟 久', '中 国', 1), ('近 代 中 国 报 道 ： 1839～1919 ： 插 图 本', '齐 钟 久', 11)]"
73,《苦菜花》是由王冀邢执导的红色经典电视剧，陈小艺、侯天来，茹萍 等主演12该剧讲述了抗日战争初期，胶东某山区王官庄,"[('苦 菜 花', '王 冀 邢', 14)]","[('苦 菜 花', '茹 萍', 13), ('苦 菜 花', '陈 小 艺', 13), ('苦 菜 花', '侯 天 来', 13), ('苦 菜 花', '王 冀 邢', 14)]"
74,《礼记开讲》是华东师范大学出版社2013年出版的图书，由刘松来编著,"[('礼 记 开 讲', '华 东 师 范 大 学 出 版 社', 12)]","[('礼 记 开 讲', '华 东 师 范 大 学 出 版 社', 12), ('礼 记 开 讲', '刘 松 来', 11)]"
75,2016年7月18日，《大话西游3》在北京举办“时光倒流”发布会，导演刘镇伟携新版“紫霞”扮演者唐嫣和新版“至尊宝”韩庚出席,"[('大 话 西 游 3', '刘 镇 伟', 14)]","[('大 话 西 游 3', '韩 庚', 13), ('大 话 西 游 3', '刘 镇 伟', 14), ('大 话 西 游 3', '唐 嫣', 13)]"
76,《轻轻的海风我的心》是中国内地女歌手陈明演唱的歌曲，1994年于第二张个人专辑《寂寞让我如此美丽》中发表,"[('轻 轻 的 海 风 我 的 心', '寂 寞 让 我 如 此 美 丽', 7)]","[('陈 明', '中 国', 1), ('轻 轻 的 海 风 我 的 心', '寂 寞 让 我 如 此 美 丽', 7), ('轻 轻 的 海 风 我 的 心', '陈 明', 6)]"
77,《不了了之》是一首陈洁仪演唱的歌曲，该首歌曲发行于2010年01月01日，出自于其专辑《奢望幸福》,"[('不 了 了 之', '奢 望 幸 福', 7)]","[('不 了 了 之', '陈 洁 仪', 6), ('不 了 了 之', '奢 望 幸 福', 7)]"
78,这部电影还有一点给我留下了深刻的映象，就是影片的片头曲和片尾曲，由曾经的香港“歌神”许冠杰演唱的《半斤八两》和《浪子心声》，没听过这两首歌的强烈建议去听听，你会有很多感触，你会有很多共鸣,"[('半 斤 八 两', '许 冠 杰', 6), ('浪 子 心 声', '许 冠 杰', 6)]","[('半 斤 八 两', '许 冠 杰', 6), ('浪 子 心 声', '许 冠 杰', 6)]"
79,三大系列张之路“非常可笑”、“非常感动”、“非常神秘”三大系列的前六册包括《非法智慧》、《霹雳贝贝》、《第三军团》、《惩罚》、《乌龟也上网》、《我和我的影子》,"[('我 和 我 的 影 子', '张 之 路', 11), ('霹 雳 贝 贝', '张 之 路', 11), ('第 三 军 团', '张 之 路', 11)]","[('乌 龟 也 上 网', '张 之 路', 11), ('惩 罚', '张 之 路', 11), ('第 三 军 团', '张 之 路', 11)]"
