,text,pre,truth
44,《你骗婚，我外遇》是在云中书城连载的杂文随笔小说，作者是张小鹿,"[('你 骗 婚 ， 我 外 遇', '张 小 鹿', 11), ('你 骗 婚 ， 我 外 遇', '云 中 书 城', 10)]","[('你 骗 婚 ， 我 外 遇', '云 中 书 城', 10), ('你 骗 婚 ， 我 外 遇', '张 小 鹿', 11)]"
45,林恩·麦卡弗蒂，1979年4月16日出生，英国运动员,"[('林 恩 · 麦 卡 弗 蒂', '1979 年 4 月 16 日', 4), ('林 恩 · 麦 卡 弗 蒂', '英 国', 1)]","[('林 恩 · 麦 卡 弗 蒂', '英 国', 2), ('林 恩 · 麦 卡 弗 蒂', '1979 年 4 月 16 日', 4)]"
46,郑爽在拍摄《偏偏喜欢你》时曾和贾乃亮举行婚礼，郑爽饰演的萧晗和贾乃亮成婚，因为剧情贾乃亮是不喜欢郑爽的,"[('偏 偏 喜 欢 你', '贾 乃 亮', 13), ('偏 偏 喜 欢 你', '郑 爽', 13)]","[('偏 偏 喜 欢 你', '贾 乃 亮', 13), ('偏 偏 喜 欢 你', '郑 爽', 13)]"
47,个人简介谢承贤，男，1982年11月出生，中共党员，本科学历，毕业于浙江大学宁波理工学院，现任宁波市鄞州区集士港镇四明山村村委会主任,"[('谢 承 贤', '浙 江 大 学', 5), ('谢 承 贤', '1982 年 11 月', 4)]","[('谢 承 贤', '1982 年 11 月', 4), ('谢 承 贤', '浙 江 大 学', 5)]"
48,《这是唱给你的歌》是张清芳演唱的歌曲，所属专辑《你喜欢我的歌吗》,"[('这 是 唱 给 你 的 歌', '你 喜 欢 我 的 歌 吗', 7)]","[('这 是 唱 给 你 的 歌', '你 喜 欢 我 的 歌 吗', 7), ('这 是 唱 给 你 的 歌', '张 清 芳', 6)]"
49,《名利场（上下册）》是2000年人民文学出版社出版的图书，作者是萨克雷,"[('名 利 场 （ 上 下 册 ）', '人 民 文 学 出 版 社', 12)]","[('名 利 场 （ 上 下 册 ）', '萨 克 雷', 11), ('名 利 场 （ 上 下 册 ）', '人 民 文 学 出 版 社', 12)]"
50,商衡（1187-1232）曹州济阴（今山东菏泽市）人，字平叔,"[('商 衡', '1187', 4), ('商 衡', '曹 州 济 阴', 2)]","[('商 衡', '1187', 4), ('商 衡', '曹 州 济 阴', 2)]"
51,《水月洞天》是张晋和蔡少芬合作的第一部戏，也是在拍这部戏的过程中，张晋向她表达了爱意，而且连续三次,"[('水 月 洞 天', '张 晋', 13), ('水 月 洞 天', '蔡 少 芬', 13)]","[('水 月 洞 天', '张 晋', 13), ('水 月 洞 天', '蔡 少 芬', 13)]"
52,《海盗》 蔡依林 发行时间：2004年2月27日蔡依林2004年发行第六张专辑《城堡》中第一波主打歌,"[('海 盗', '城 堡', 7), ('海 盗', '蔡 依 林', 6)]","[('海 盗', '城 堡', 7), ('海 盗', '蔡 依 林', 6)]"
53,《警部补矢部谦三》是2010年4月9日~5月14日，在朝日电视台金曜深夜剧场（日本标准时间每周五23:15 - 00:15）播出的连续电视剧，由生濑胜久主演,"[('警 部 补 矢 部 谦 三', '生 濑 胜 久', 13)]","[('警 部 补 矢 部 谦 三', '2010 年 4 月 9 日', 16), ('警 部 补 矢 部 谦 三', '生 濑 胜 久', 13)]"
54,第二点，再从演技以及作品来看吧，因为《人民的名义》里面的很多角色都是由一些老戏骨来扮演，比如侯勇和张丰毅的演技都真的是非常的棒，所以男主角的演技一定不能太差，而陈坤其实之前还是没有演过这么正派的角色，都是演一些非常反派的人物，所以观众们很难认可陈坤，而陆毅曾经多次演过正派的角色，还是颜值担当，所以更适合出演侯亮平,"[('人 民 的 名 义', '侯 勇', 13), ('人 民 的 名 义', '张 丰 毅', 13)]","[('人 民 的 名 义', '张 丰 毅', 13)]"
55,《一切终将远去：山本文绪短篇故事代表作》是2016年湖南文艺出版社出版的图书，作者是（日）山本文绪,"[('一 切 终 将 远 去 ： 山 本 文 绪 短 篇 故 事 代 表 作', '山 本 文 绪', 11), ('一 切 终 将 远 去 ： 山 本 文 绪 短 篇 故 事 代 表 作', '湖 南 文 艺 出 版 社', 12)]","[('一 切 终 将 远 去', '湖 南 文 艺 出 版 社', 12), ('一 切 终 将 远 去', '山 本 文 绪', 11)]"
56,《一朵鲜花鲜又鲜》是宋祖英演唱的歌曲，收录在其专辑《天后》中,"[('一 朵 鲜 花 鲜 又 鲜', '宋 祖 英', 6), ('一 朵 鲜 花 鲜 又 鲜', '天 后', 7)]","[('一 朵 鲜 花 鲜 又 鲜', '宋 祖 英', 6), ('一 朵 鲜 花 鲜 又 鲜', '天 后', 7)]"
57,非常快乐是歌手周华健《生·生活》专辑里演唱的一首歌曲，发行于1996年12月1日,"[('非 常 快 乐', '生 · 生 活', 7)]","[('非 常 快 乐', '周 华 健', 6), ('非 常 快 乐', '生 · 生 活', 7)]"
58,"丁经绪 男 ,满族，1937年9月28日出生，吉林东丰人","[('丁 经 绪', '满 族', 3), ('丁 经 绪', '1937 年 9 月 28 日', 4), ('丁 经 绪', '吉 林 东 丰', 2)]","[('丁 经 绪', '1937 年 9 月 28 日', 4), ('丁 经 绪', '吉 林', 2)]"
59,"张学良文章摘自《张学良口述历史》，作者：唐德刚,出版：中国档案出版社你知道奉军是怎么起来的","[('张 学 良 口 述 历 史', '中 国 档 案 出 版 社', 12)]","[('张 学 良 口 述 历 史', '中 国 档 案 出 版 社', 12), ('张 学 良 口 述 历 史', '唐 德 刚', 11)]"
60,"黄英湖,泉州市人，1954年6月出生，1985年8月厦门大学历史系研究生毕业，同年到华侨大学华侨华人研究所工作，1992年4月调入福建社科院华侨华人所","[('黄 英 湖', '泉 州 市', 2), ('黄 英 湖', '1954 年 6 月', 4), ('黄 英 湖', '厦 门 大 学', 5)]","[('黄 英 湖', '1954 年 6 月', 4), ('黄 英 湖', '厦 门 大 学', 5)]"
61,创作背景《剑客不能说》是由制作方邀请幻想系创作歌手、全能创作人后弦和演唱过《仙剑奇侠传五》四首歌曲的歌手陈依婷与曾志豪联合制作的《仙剑奇侠传六》主题歌曲之一,"[('剑 客 不 能 说', '后 弦', 9)]","[('剑 客 不 能 说', '陈 依 婷', 6), ('剑 客 不 能 说', '后 弦', 8)]"
62,程永和 男，1961年10月出生，山西人,"[('程 永 和', '1961 年 10 月', 4), ('程 永 和', '山 西', 2)]","[('程 永 和', '山 西', 2), ('程 永 和', '1961 年 10 月', 4)]"
63,电影《魔鬼绳结》是由阿托姆·伊戈扬执导的犯罪片，科林·费尔斯参加演出,"[('魔 鬼 绳 结', '阿 托 姆 · 伊 戈 扬', 14), ('魔 鬼 绳 结', '科 林 · 费 尔 斯', 13)]","[('魔 鬼 绳 结', '阿 托 姆 · 伊 戈 扬', 14), ('魔 鬼 绳 结', '科 林 · 费 尔 斯', 13)]"
64,杨坤新歌《过站不停》连同杨坤主演的电影《密室2》的主题曲《会不会》，皆为其即将发行的新专辑中所收录歌曲,"[('会 不 会', '杨 坤', 6)]","[('过 站 不 停', '杨 坤', 6), ('会 不 会', '杨 坤', 6)]"
65,《杨梅树之恋》是一部由80后导演胡鹭拍摄的“微型网络电影”，全长9分钟，在剧情、背景、风格等方面，与张艺谋导演的《山楂树之恋》颇为相似，被称为粉丝向老谋子致敬的影片,"[('杨 梅 树 之 恋', '张 艺 谋', 14), ('杨 梅 树 之 恋', '胡 鹭', 14)]","[('山 楂 树 之 恋', '张 艺 谋', 14), ('杨 梅 树 之 恋', '胡 鹭', 14)]"
66,《女人所生》是2008年重庆出版社出版的图书，作者是美艾德丽安·里奇,"[('女 人 所 生', '艾 德 丽 安 · 里 奇', 11), ('女 人 所 生', '重 庆 出 版 社', 12)]","[('女 人 所 生', '艾 德 丽 安 · 里 奇', 11), ('女 人 所 生', '重 庆 出 版 社', 12)]"
67,孙能义1，男，59岁（2008年），汉族，中共党员，大专学历，高级经济师，现任重庆机电控股（集团）公司党委书记、董事长，重庆机电股份有限公司董事长、党委书记，重庆市企业联合会副会长,"[('孙 能 义', '汉 族', 3)]","[('任 重', '汉 族', 3), ('孙 能 义', '汉 族', 3)]"
68,《黑铁纪元》是偷星四月创作的网络小说，发表于起点网,"[('黑 铁 纪 元', '起 点 网', 10)]","[('黑 铁 纪 元', '起 点 网', 10), ('黑 铁 纪 元', '偷 星 四 月', 11)]"
69,《女大三》是连载于晋江文学城的一本传奇类小说，作者是阳光温煦,"[('女 大 三', '晋 江 文 学 城', 10), ('女 大 三', '阳 光 温 煦', 11)]","[('女 大 三', '晋 江 文 学 城', 10), ('女 大 三', '阳 光 温 煦', 11)]"
70,《有机物络合萃取技术》是2003年5月化学工业出版社出版的图书，作者是戴猷元,"[('有 机 物 络 合 萃 取 技 术', '戴 猷 元', 11), ('有 机 物 络 合 萃 取 技 术', '化 学 工 业 出 版 社', 12)]","[('有 机 物 络 合 萃 取 技 术', '戴 猷 元', 11), ('有 机 物 络 合 萃 取 技 术', '化 学 工 业 出 版 社', 12)]"
71,《现代汽车检测与故障诊断》是2006年人民交通出版社出版的图书，本书作者是刘仲国,"[('现 代 汽 车 检 测 与 故 障 诊 断', '刘 仲 国', 11), ('现 代 汽 车 检 测 与 故 障 诊 断', '人 民 交 通', 12)]","[('现 代 汽 车 检 测 与 故 障 诊 断', '刘 仲 国', 11), ('现 代 汽 车 检 测 与 故 障 诊 断', '人 民 交 通 出 版 社', 12)]"
72,《另一种温柔》是姜佑泽的音乐作品，收录在《局外人》专辑中,"[('另 一 种 温 柔', '局 外 人', 7)]","[('另 一 种 温 柔', '局 外 人', 7), ('另 一 种 温 柔', '姜 佑 泽', 6)]"
73,《神皇纪元》是由起点中文网连载，作者拾一，类型为东方玄幻,"[('神 皇 纪 元', '起 点 中 文 网', 10)]","[('神 皇 纪 元', '拾 一', 11), ('神 皇 纪 元', '起 点 中 文 网', 10)]"
74,《网王穿越之江湖缘》是蓝若紫梦创作的网络小说，发表于晋江文学网,"[('网 王 穿 越 之 江 湖 缘', '晋 江 文 学 网', 10)]","[('网 王 穿 越 之 江 湖 缘', '晋 江 文 学 网', 10), ('网 王 穿 越 之 江 湖 缘', '蓝 若 紫 梦', 11)]"
75,市川昆导演亲自指定石坂浩二再次主演《犬神家族》，而64岁的石坂浩二也对能获得这个机会而深感荣幸,"[('犬 神 家 族', '市 川 昆', 14)]","[('犬 神 家 族', '市 川 昆', 14), ('犬 神 家 族', '石 坂 浩 二', 13)]"
76,"基本资料球员:荷里欧安德鲁  生日:1992年12月3日  球衣号码:34  国籍:英格兰  效力球队:罗奇代尔  场上位置:前锋球队阵容前锋  艾格普,里斯","[('荷 里 欧 安 德 鲁', '1992 年 12 月 3 日', 4), ('荷 里 欧 安 德 鲁', '英 格 兰', 1)]","[('荷 里 欧 安 德 鲁', '1992 年 12 月 3 日', 4), ('荷 里 欧 安 德 鲁', '英 格 兰', 1)]"
77,徐舟，男，汉族，浙江卫视《麦霸英雄汇》节目嘉宾，因为参加这个节目而在网络上走红,"[('徐 舟', '汉 族', 3)]","[('徐 舟', '汉 族', 3), ('江 卫', '汉 族', 3)]"
78,李涛，男，安徽黄山人，汉族，大学学历,"[('李 涛', '汉 族', 3), ('李 涛', '安 徽 黄 山', 2)]","[('李 涛', '安 徽', 2), ('李 涛', '汉 族', 3)]"
79,邱鸿理，毕业于中南工业大学，高级工程师技术职称，曾任中国水利学会施工专业委员会爆破学组成员,"[('邱 鸿 理', '中 南 工 业 大 学', 5)]","[('邱 鸿 理', '中 国', 1), ('邱 鸿 理', '中 南 工 业 大 学', 5)]"
80,石寿祺，石绳箴次子，字友三，名竹梅，安徽宿松人，生于清道光乙巳（1845年）正月十二日午时，卒于清光绪丙申（1896年）十月初七日巳时,"[('石 绳 箴', '安 徽 宿 松', 2), ('石 寿 祺', '1845 年', 4), ('石 寿 祺', '安 徽 宿 松', 2)]","[('石 寿 祺', '1845 年', 4), ('石 寿 祺', '安 徽 宿 松', 2)]"
81,《天价小悍妻》是翼兮创作的网络小说，发表于小说阅读网,"[('天 价 小 悍 妻', '翼 兮', 11), ('天 价 小 悍 妻', '小 说 阅 读 网', 10)]","[('天 价 小 悍 妻', '翼 兮', 11), ('天 价 小 悍 妻', '小 说 阅 读 网', 10)]"
82,黄渤黄渤版的孙悟空应该是最丑的一版了，不过这一款孙悟空大获好评，完美的诠释了孙悟空兽性的一面，2013年02月10日《西游·降魔篇》票房突破12亿,"[('西 游 · 降 魔 篇', '2013 年', 16)]","[('西 游 · 降 魔 篇', '2013 年', 16), ('西 游 · 降 魔 篇', '黄 渤', 13)]"
83,杨士奇（1366－1444），名寓，字士奇，以字行，号东里，谥文贞，汉族，江西泰和（今江西省吉安市泰和县澄江镇）人,"[('杨 士 奇', '江 西 泰 和', 2), ('杨 士 奇', '汉 族', 3), ('杨 士 奇', '1366', 4)]","[('杨 士 奇', '江 西 泰 和', 2), ('杨 士 奇', '1366', 4)]"
84,2005年，孙俪在出演《幸福像花儿一样》时，认识了现任丈夫邓超，后来两人走进了婚姻的殿堂，孙俪也孕育了一儿一女，夫妻二人平时的生活也是让旁人羡煞,"[('幸 福 像 花 儿 一 样', '孙 俪', 13)]","[('幸 福 像 花 儿 一 样', '孙 俪', 13), ('幸 福 像 花 儿 一 样', '2005 年', 16)]"
85,《 流年无声》是晋江文学城连载的动漫同人，作者是梅浅雨,"[('流 年 无 声', '梅 浅 雨', 11), ('流 年 无 声', '晋 江 文 学 城', 10)]","[('流 年 无 声', '梅 浅 雨', 11), ('流 年 无 声', '晋 江 文 学 城', 10)]"
86,《跟你走天涯》是一首老歌，尹相杰作词，于文华作曲，由尹相杰和于文华，两人合作演唱,"[('跟 你 走 天 涯', '尹 相 杰', 8), ('跟 你 走 天 涯', '于 文 华', 8), ('跟 你 走 天 涯', '尹 相 杰', 6), ('跟 你 走 天 涯', '于 文 华', 6), ('跟 你 走 天 涯', '于 文 华', 9)]","[('跟 你 走 天 涯', '于 文 华', 6), ('跟 你 走 天 涯', '尹 相 杰', 6)]"
