,text,pre,truth
10,基本信息歌名：别再想他  演唱：蒋雪儿  作词：周玉荣  作曲：周玉荣1乐曲内容[00:00,"[('别 再 想 他', '周 玉 荣', 9), ('别 再 想 他', '蒋 雪 儿', 6), ('别 再 想 他', '周 玉 荣', 8)]","[('别 再 想 他', '周 玉 荣', 9), ('别 再 想 他', '蒋 雪 儿', 6), ('别 再 想 他', '周 玉 荣', 8)]"
11,《雾中花》是电视剧《寻龙剑侠赖布衣》主题曲，1由香港歌手黄凯芹作词作曲并演唱,"[('雾 中 花', '黄 凯 芹', 6), ('雾 中 花', '黄 凯 芹', 8), ('雾 中 花', '黄 凯 芹', 9)]","[('雾 中 花', '黄 凯 芹', 6), ('雾 中 花', '黄 凯 芹', 8), ('雾 中 花', '黄 凯 芹', 9)]"
12,《别把寂寞当缘分1》是歌手冷漠演唱歌曲，夏英峰作词作曲，付威录音混音，曾诚小提琴,"[('别 把 寂 寞 当 缘 分', '夏 英 峰', 8), ('别 把 寂 寞 当 缘 分', '夏 英 峰', 9), ('别 把 寂 寞 当 缘 分', '冷 漠', 6)]","[('别 把 寂 寞 当 缘 分', '夏 英 峰', 8), ('别 把 寂 寞 当 缘 分', '夏 英 峰', 9), ('别 把 寂 寞 当 缘 分', '冷 漠', 6)]"
13,《桃花朵朵开》是由阿牛、友弟作词，阿牛作曲并演唱的一首歌曲，收录于阿牛于2006年1月13日发行的专辑《桃花朵朵开》中,"[('桃 花 朵 朵 开', '阿 牛', 8), ('桃 花 朵 朵 开', '阿 牛', 9)]","[('桃 花 朵 朵 开', '阿 牛', 6), ('桃 花 朵 朵 开', '阿 牛', 8), ('桃 花 朵 朵 开', '阿 牛', 9)]"
14,1982年，由梁和平作词、作曲任雁演唱的流行歌曲“我愿是只小燕”新加坡地区广为流传,"[('我 愿 是 只 小 燕', '任 雁', 6), ('我 愿 是 只 小 燕', '梁 和 平', 8), ('我 愿 是 只 小 燕', '梁 和 平', 9)]","[('我 愿 是 只 小 燕', '梁 和 平', 8), ('我 愿 是 只 小 燕', '梁 和 平', 9)]"
15,维拉·希蒂洛娃是60年代捷克“新浪潮”的旗手式人物，与米洛斯·福尔曼、杰里·闵采尔等一大批年轻人形成风格相近的派别，成就十分突出，有名作《野雏菊》等,"[('维 拉 · 希 蒂 洛 娃', '捷 克', 1)]","[('维 拉 · 希 蒂 洛 娃', '捷 克', 2), ('维 拉 · 希 蒂 洛 娃', '捷 克', 1)]"
16,2013年是英国女作家简·奥斯汀的名著《傲慢与偏见》出版200周年，继英国皇家邮政专门发行邮票纪念之后，英国中央银行宣布，简·奥斯汀的头像将被印制在新版10英镑纸币上，以此向她致敬,"[('简 · 奥 斯 汀', '英 国', 1)]","[('简 · 奥 斯 汀', '英 国', 1), ('简 · 奥 斯 汀', '英 国', 2)]"
17,该专辑中收录了3首未被演绎过的歌曲：《寄生》、《移动世界》、《爱之深责之切》，其余7首歌曲都是吴克群为别人写作的歌曲，然后重新录制2,"[('移 动 世 界', '吴 克 群', 8), ('爱 之 深 责 之 切', '吴 克 群', 8)]","[('寄 生', '吴 克 群', 6), ('寄 生', '吴 克 群', 8), ('寄 生', '吴 克 群', 9)]"
18,《爱情小偷》是汤潮的音乐作品，汤潮作曲，收录在《美了美了》专辑中,"[('爱 情 小 偷', '美 了 美 了', 7)]","[('爱 情 小 偷', '汤 潮', 9), ('爱 情 小 偷', '汤 潮', 6)]"
19,《红尘恋歌》是邓超安以轩版本的《倚天屠龙记》的片尾曲，由熙道作词作曲，安以轩丛浩楠演唱,"[('倚 天 屠 龙 记', '邓 超 安', 6), ('红 尘 恋 歌', '邓 超 安', 6), ('红 尘 恋 歌', '熙 道', 8), ('红 尘 恋 歌', '熙 道', 9)]","[('红 尘 恋 歌', '丛 浩 楠', 6), ('红 尘 恋 歌', '熙 道', 9), ('红 尘 恋 歌', '熙 道', 8), ('红 尘 恋 歌', '安 以 轩', 6)]"
20,《白米酒》是巴奈演唱的歌曲，作词、作曲都是部落流传歌谣，所属专辑是《勇士与稻穗》,"[('勇 士 与 稻 穗', '巴 奈', 6), ('白 米 酒', '巴 奈', 6), ('白 米 酒', '勇 士 与 稻 穗', 7)]","[('白 米 酒', '部 落 流 传 歌 谣', 9), ('白 米 酒', '部 落 流 传 歌 谣', 8), ('白 米 酒', '巴 奈', 6), ('白 米 酒', '勇 士 与 稻 穗', 7)]"
21,光良最经典的四首歌曲，《右手边》这首歌也获得了第六届劲歌王国语金曲奖光良最经典的四首歌曲，《第一次》，比较流行的一首歌曲，这首歌也展现了光良的创作功力光良最经典的四首歌曲，《右手边》在06年的时候在娱乐大典上获得了年度单曲奖光良最经典的四首歌曲，《童话》这最后一首会唱得说明你已经老了,"[('右 手 边', '光 良', 9), ('右 手 边', '光 良', 6), ('第 一 次', '光 良', 9)]","[('右 手 边', '光 良', 9), ('右 手 边', '光 良', 6)]"
22,只是杨臣刚之后再也没有经典歌曲，仿佛消失了起来，不过《老鼠爱大米》让杨臣刚赚了不少钱，现在的杨臣刚仍然身价不菲郑源的《包容》《一万个理由》《不要在寂寞的时候说爱我》《红尘情歌》曾经也是年度红歌，不过这些歌曲和那些所谓的神曲不一样的是，这些歌即便是现在仍然是经典歌曲,"[('老 鼠 爱 大 米', '杨 臣 刚', 6), ('不 要 在 寂 寞 的 时 候 说 爱 我', '杨 臣 刚', 6), ('红 尘 情 歌', '杨 臣 刚', 6)]","[('老 鼠 爱 大 米', '杨 臣 刚', 6), ('一 万 个 理 由', '郑 源', 6), ('包 容', '郑 源', 6), ('老 鼠 爱 大 米', '杨 臣 刚', 11)]"
23,《失梦招领》是刘家泽作词，李行亮作曲并演唱的一首音乐作品，该作品收录于李行亮2016年所发行的专辑《试梦人》中,"[('失 梦 招 领', '试 梦 人', 7), ('失 梦 招 领', '李 行 亮', 9)]","[('失 梦 招 领', '李 行 亮', 6), ('失 梦 招 领', '试 梦 人', 7), ('失 梦 招 领', '李 行 亮', 9), ('失 梦 招 领', '刘 家 泽', 8)]"
24,《一起长大》郑州开机邵兵首做导演亲自上阵3,"[('一 起 长 大', '邵 兵', 14)]","[('一 起 长 大', '邵 兵', 13), ('一 起 长 大', '邵 兵', 14)]"
25,《梦中的蔷薇》是陈楚生演唱的歌曲，收录在专辑《影之传说》中,"[('梦 中 的 蔷 薇', '陈 楚 生', 6), ('梦 中 的 蔷 薇', '影 之 传 说', 7)]","[('梦 中 的 蔷 薇', '陈 楚 生', 6), ('梦 中 的 蔷 薇', '影 之 传 说', 7), ('梦 中 的 蔷 薇', '陈 楚 生', 9)]"
26,《围城》是徐子崴演唱的歌曲，由徐子淳作词，徐子崴作曲，收录在2009年9月发行的专辑《爱情正在直播》（内地版）中,"[('围 城', '徐 子 崴', 8), ('围 城', '徐 子 崴', 9)]","[('围 城', '徐 子 淳', 8), ('围 城', '爱 情 正 在 直 播', 7), ('围 城', '徐 子 崴', 6), ('围 城', '徐 子 崴', 9)]"
27,时隔两年，在歌迷们的翘首以盼中，后弦的全新专辑《下完这场雨》将在十月推出,"[('下 完 这 场 雨', '后 弦', 6)]","[('下 完 这 场 雨', '后 弦', 9), ('下 完 这 场 雨', '后 弦', 6)]"
28,《巡回路演》是一首歌曲，主唱吴彤,"[('巡 回 路 演', '吴 彤', 6)]","[('巡 回 路 演', '吴 彤', 6), ('巡 回 路 演', '吴 彤', 9)]"
29,《华人万岁》是王力宏演唱的一首歌曲，由杨立钛作词，王力宏作曲，收录在王力宏2007年发行的专辑《改变自己》中1,"[('华 人 万 岁', '王 力 宏', 9)]","[('华 人 万 岁', '改 变 自 己', 7), ('华 人 万 岁', '王 力 宏', 6), ('华 人 万 岁', '杨 立 钛', 8), ('华 人 万 岁', '王 力 宏', 9)]"
30,比乔1996年2月20日出生于西班牙，身高178厘米，惯用脚右脚，现效力球队巴塞罗那足球俱乐部，场上位置中场,"[('比 乔', '1996 年 2 月 20 日', 4), ('比 乔', '西 班 牙', 1)]","[('比 乔', '1996 年 2 月 20 日', 4), ('比 乔', '西 班 牙', 1), ('比 乔', '西 班 牙', 2)]"
31,1964年，丹·布朗出生于美国新罕布夏州，1996年，出于对密码破译和秘密情报机构的兴趣，丹·布朗创作了他的第一部小说《数字堡垒》，随后创作出版了《圈套》、《天使与魔鬼》、《达·芬奇密码》,"[('丹 · 布 朗', '新 罕 布 夏 州', 2)]","[('丹 · 布 朗', '美 国', 2), ('丹 · 布 朗', '1964 年', 4), ('丹 · 布 朗', '美 国', 1)]"
32,冯伯根，瑞士，足球后卫，现效力于柏林赫塔俱乐部,"[('冯 伯 根', '瑞 士', 1)]","[('冯 伯 根', '瑞 士', 1), ('冯 伯 根', '瑞 士', 2)]"
33,基本信息歌曲名：恋爱街  作词：爱戴  作曲：爱戴、仲衡  演唱：爱戴1歌曲歌词走在恋爱的街心里却空白  又是同样的情景但爱,"[('恋 爱 街', '爱 戴', 8), ('恋 爱 街', '爱 戴', 9), ('恋 爱 街', '仲 衡', 9)]","[('恋 爱 街', '爱 戴', 8), ('恋 爱 街', '爱 戴', 9)]"
34,电视剧《飞来横福》是在1994年由陈佩斯导演的轻喜剧，中国大陆出品，片长14集,"[('飞 来 横 福', '陈 佩 斯', 14)]","[('飞 来 横 福', '1994 年', 16), ('飞 来 横 福', '陈 佩 斯', 13), ('飞 来 横 福', '陈 佩 斯', 14)]"
35,酒干倘卖无，《酒干倘卖无》由罗大佑与候德健作词，侯德健作曲，台湾女歌手苏芮演唱，飞碟唱片公司发行，是一首励情励志的国语歌曲,"[('酒 干 倘 卖 无', '候 德 健', 8), ('酒 干 倘 卖 无', '候 德 健', 9), ('酒 干 倘 卖 无', '罗 大 佑', 8)]","[('酒 干 倘 卖 无', '侯 德 健', 9), ('酒 干 倘 卖 无', '侯 德 健', 8), ('酒 干 倘 卖 无', '罗 大 佑', 8), ('酒 干 倘 卖 无', '苏 芮', 6)]"
36,何炅_微笑-何炅/桑兰$歌手:何炅词:张一蓓曲:张一蓓编曲:刘岳制作人:刘岳我喜欢看着你,"[('微 笑', '张 一 蓓', 8)]","[('微 笑', '张 一 蓓', 9), ('微 笑', '张 一 蓓', 8), ('微 笑', '何 炅', 6)]"
37,杨幂首部自导自演作品，《交换旅行》一经在优酷上线便取得了惊人成绩,"[('交 换 旅 行', '杨 幂', 14)]","[('交 换 旅 行', '杨 幂', 13), ('交 换 旅 行', '杨 幂', 14)]"
38,《一双翅膀》是一首歌曲，原唱歌手是谭咏麟，填词人为冯颖琪，谱曲人为冯颖琪,"[('一 双 翅 膀', '谭 咏 麟', 6), ('一 双 翅 膀', '冯 颖 琪', 8), ('一 双 翅 膀', '冯 颖 琪', 9)]","[('一 双 翅 膀', '谭 咏 麟', 6), ('一 双 翅 膀', '冯 颖 琪', 8), ('一 双 翅 膀', '冯 颖 琪', 9)]"
39,罗大佑的“恋曲1990”里有这样一句歌词——生命终究难舍蓝蓝的白云天,"[('恋 曲 1990', '罗 大 佑', 6)]","[('恋 曲 1990', '罗 大 佑', 8), ('恋 曲 1990', '罗 大 佑', 6)]"
40,《热情祈祷》该歌曲于2015年8月18日发行于网络，是司徒兰芳开始北漂生活的第一首自己创作的单曲1,"[('热 情 祈 祷', '司 徒 兰 芳', 9), ('热 情 祈 祷', '司 徒 兰 芳', 6)]","[('热 情 祈 祷', '司 徒 兰 芳', 8), ('热 情 祈 祷', '司 徒 兰 芳', 9), ('热 情 祈 祷', '司 徒 兰 芳', 6)]"
41,《爱需要全心全意》由著名词曲创作人凉月作词作曲，著名流行歌手郑源演唱，并收录在2010年发行专辑《包容》当中,"[('爱 需 要 全 心 全 意', '包 容', 7), ('爱 需 要 全 心 全 意', '凉 月', 8), ('爱 需 要 全 心 全 意', '凉 月', 9)]","[('爱 需 要 全 心 全 意', '包 容', 7), ('爱 需 要 全 心 全 意', '凉 月', 9), ('爱 需 要 全 心 全 意', '凉 月', 8), ('爱 需 要 全 心 全 意', '郑 源', 6)]"
42,还有就是华晨宇的歌曲《我管你》，你看他唱歌的样子，那种放纵不羁的神态，是不是正是你想唱出的心声呢,"[('我 管 你', '华 晨 宇', 6)]","[('我 管 你', '华 晨 宇', 6), ('我 管 你', '华 晨 宇', 9)]"
43,金宇中，1936年12月19日出生，国籍是韩国，大宇集团创始人,"[('金 宇 中', '1936 年 12 月 19 日', 4), ('金 宇 中', '韩 国', 1)]","[('金 宇 中', '1936 年 12 月 19 日', 4), ('金 宇 中', '韩 国', 1), ('金 宇 中', '韩 国', 2)]"
44,所以歌坛全情才子姜玉阳的新歌《痛彻心扉》就将这些对生活的感悟溶入到歌曲之中，把一个大男孩失去爱情，想爱却又不可及的无奈，痛彻心扉般的情感都融入在了伤感动情的歌声当中,"[('痛 彻 心 扉', '姜 玉 阳', 6), ('痛 彻 心 扉', '姜 玉 阳', 9)]","[('痛 彻 心 扉', '姜 玉 阳', 6), ('痛 彻 心 扉', '姜 玉 阳', 9)]"
45,《向快乐出发》是由零点乐队作词、作曲，由林依轮演唱的歌曲,"[('向 快 乐 出 发', '零 点 乐 队', 8), ('向 快 乐 出 发', '零 点 乐 队', 9), ('向 快 乐 出 发', '林 依 轮', 6)]","[('向 快 乐 出 发', '林 依 轮', 6), ('向 快 乐 出 发', '零 点 乐 队', 8), ('向 快 乐 出 发', '零 点 乐 队', 9)]"
46,有着“东方旋律王子”和“专情歌圣”美号，且拥有与音乐创作功力一样精湛唱功的全能音乐人徐子崴，此次同时担纲词、曲、演唱、制作，与张靓颖同歌不同款的《转眼一生转身一世》精准表达男主人公经历情感，作为插曲在剧中反复出现,"[('转 眼 一 生 转 身 一 世', '徐 子 崴', 6), ('转 眼 一 生 转 身 一 世', '徐 子 崴', 8), ('转 眼 一 生 转 身 一 世', '徐 子 崴', 9)]","[('转 眼 一 生 转 身 一 世', '徐 子 崴', 6), ('转 眼 一 生 转 身 一 世', '徐 子 崴', 8), ('转 眼 一 生 转 身 一 世', '徐 子 崴', 9)]"
47,《大雨将至》是电视剧《女医·明妃传》的主题曲，由田辰明、唐汉霄作词，唐汉霄作曲，徐佳莹演唱,"[('大 雨 将 至', '唐 汉 霄', 9), ('大 雨 将 至', '田 辰 明', 8), ('大 雨 将 至', '唐 汉 霄', 8)]","[('大 雨 将 至', '唐 汉 霄', 9), ('大 雨 将 至', '田 辰 明', 8), ('大 雨 将 至', '徐 佳 莹', 6), ('大 雨 将 至', '唐 汉 霄', 8)]"
48,个人资料姓名：白井胜太郎  生日：1991年03月23日  性别：男  身高：168厘米  体重：58公斤  国家及地区：日本  出生地：日本个人简介白井胜太郎，日本男子体操运动员，参加了2014年仁川亚运会,"[('白 井 胜 太 郎', '1991 年 03 月 23 日', 4), ('白 井 胜 太 郎', '日 本', 1)]","[('白 井 胜 太 郎', '日 本', 2), ('白 井 胜 太 郎', '1991 年 03 月 23 日', 4), ('白 井 胜 太 郎', '日 本', 1)]"
49,歌曲：敬酒歌演唱：阿鲁阿卓歌手：阿鲁阿卓词曲：李江平编曲：张宏光所属专辑：《遇上你是我的缘》发行时间：2008-06-01,"[('敬 酒 歌', '李 江 平', 8), ('敬 酒 歌', '李 江 平', 9), ('敬 酒 歌', '遇 上 你 是 我 的 缘', 7), ('敬 酒 歌', '阿 鲁 阿 卓', 6)]","[('敬 酒 歌', '李 江 平', 8), ('敬 酒 歌', '李 江 平', 9), ('敬 酒 歌', '遇 上 你 是 我 的 缘', 7), ('敬 酒 歌', '阿 鲁 阿 卓', 6)]"
50,《红灯码头》是陈一郎在他的歌曲专辑《台语纪念专辑》中发布的一首闽南语版的歌曲,"[('红 灯 码 头', '台 语 纪 念 专 辑', 7), ('红 灯 码 头', '陈 一 郎', 6)]","[('红 灯 码 头', '陈 一 郎', 6), ('红 灯 码 头', '《 台 语 纪 念 专 辑 》', 7), ('红 灯 码 头', '陈 一 郎', 8)]"
51,《世界之巅》是由王绎龙在2014年1月1日发行的唱片《主宰未来》中的一首单曲，由王绎龙填词填曲并演唱,"[('世 界 之 巅', '王 绎 龙', 6), ('世 界 之 巅', '王 绎 龙', 8), ('世 界 之 巅', '主 宰 未 来', 7), ('世 界 之 巅', '王 绎 龙', 9)]","[('世 界 之 巅', '王 绎 龙', 6), ('世 界 之 巅', '王 绎 龙', 8), ('世 界 之 巅', '主 宰 未 来', 7), ('世 界 之 巅', '王 绎 龙', 9)]"
52,《谢谢你曾经爱过我》是潘越云演唱的歌曲，由郑华娟作词作曲,"[('谢 谢 你 曾 经 爱 过 我', '郑 华 娟', 8), ('谢 谢 你 曾 经 爱 过 我', '潘 越 云', 6)]","[('谢 谢 你 曾 经 爱 过 我', '郑 华 娟', 8), ('谢 谢 你 曾 经 爱 过 我', '郑 华 娟', 9), ('谢 谢 你 曾 经 爱 过 我', '潘 越 云', 6)]"
53,《这该死的爱》，陈国华作曲、编曲，杨培安作词、演唱,"[('这 该 死 的 爱', '杨 培 安', 8), ('这 该 死 的 爱', '陈 国 华', 9), ('这 该 死 的 爱', '杨 培 安', 6)]","[('这 该 死 的 爱', '杨 培 安', 8), ('这 该 死 的 爱', '陈 国 华', 9), ('这 该 死 的 爱', '杨 培 安', 6)]"
54,长岛和幸，男，2010年广州亚运会日本代表团成员,"[('长 岛 和 幸', '日 本', 1)]","[('长 岛 和 幸', '日 本', 1), ('长 岛 和 幸', '日 本', 2)]"
55,《花开那年》是电影《匆匆那年》的暖心推广曲，由徐浩然、姚云作词，姚云作曲，魏晨演唱,"[('花 开 那 年', '徐 浩 然', 8), ('花 开 那 年', '姚 云', 8)]","[('花 开 那 年', '魏 晨', 6), ('花 开 那 年', '姚 云', 8), ('花 开 那 年', '姚 云', 9)]"
56,《坚强》是马天宇作词，马英、赵博作曲，马天宇演唱的歌曲，该曲收录于2008年发行的专辑《飞》中1,"[('坚 强', '飞', 7), ('坚 强', '赵 博', 9), ('坚 强', '马 天 宇', 8)]","[('坚 强', '飞', 7), ('坚 强', '马 天 宇', 6), ('坚 强', '赵 博', 9), ('坚 强', '马 天 宇', 8)]"
57,张跃林，男，汉族，1964年5月出生，山东省荣城县人，1982年参加工作，1987年加入中国共产党，研究生学历,"[('张 跃 林', '汉 族', 3), ('张 跃 林', '中 国', 1), ('张 跃 林', '1964 年 5 月', 4), ('张 跃 林', '山 东 省 荣 城 县', 2)]","[('张 跃 林', '汉 族', 3), ('张 跃 林', '1964 年 5 月', 2), ('张 跃 林', '1964 年 5 月', 4)]"
58,在这个酷热的夏天，欢子推出全新单曲——《爱昏了头》1，并迅速在网络走红，得到了搜刮、酷狗、原创音乐基地等众多音乐网站的编辑、版主一致推荐,"[('爱 昏 了 头', '欢 子', 6)]","[('爱 昏 了 头', '欢 子', 6), ('爱 昏 了 头', '欢 子', 9)]"
59,这首《全部都给你》是吴克群携手绯闻女友钟欣潼的全新合作，词曲全包的吴克群在歌里坚定地唱出了“决定爱了，我愿意把全部都给你”,"[('全 部 都 给 你', '吴 克 群', 8), ('全 部 都 给 你', '吴 克 群', 9), ('全 部 都 给 你', '吴 克 群', 6)]","[('全 部 都 给 你', '吴 克 群', 8), ('全 部 都 给 你', '吴 克 群', 6), ('全 部 都 给 你', '钟 欣 潼', 6)]"
60,《感知成长的神奇》是孙俪和张航睿演唱的一首歌曲，由叶圣涛作曲、填词，收录在孙俪发行的专辑《感知成长的神奇》中，于2014年9月3日发行,"[('感 知 成 长 的 神 奇', '叶 圣 涛', 8), ('感 知 成 长 的 神 奇', '叶 圣 涛', 9)]","[('感 知 成 长 的 神 奇', '叶 圣 涛', 8), ('感 知 成 长 的 神 奇', '叶 圣 涛', 9), ('感 知 成 长 的 神 奇', '孙 俪', 6)]"
61,《八十年代的歌》是由赵雷作曲作词并演唱的一首歌曲，该曲收录于赵雷2016年发行的专辑《无法长大》,"[('八 十 年 代 的 歌', '无 法 长 大', 7), ('八 十 年 代 的 歌', '赵 雷', 8), ('无 法 长 大', '赵 雷', 6), ('八 十 年 代 的 歌', '赵 雷', 6), ('八 十 年 代 的 歌', '赵 雷', 9)]","[('八 十 年 代 的 歌', '无 法 长 大', 7), ('八 十 年 代 的 歌', '赵 雷', 6), ('八 十 年 代 的 歌', '赵 雷', 8), ('八 十 年 代 的 歌', '赵 雷', 9)]"
62,《后天》是张靓颖演唱的歌曲，由张靓颖作词，陈星翰作曲1,"[('后 天', '张 靓 颖', 6), ('后 天', '张 靓 颖', 8), ('后 天', '陈 星 翰', 9)]","[('后 天', '张 靓 颖', 6), ('后 天', '张 靓 颖', 8), ('后 天', '陈 星 翰', 9)]"
63,创作背景王力宏常在纽约、台北两大城市来回奔波，他觉得在大都市里生活的人，想维持一段简单但长远的感情很不容易，有感而发创作出了这首《大城小爱》,"[('大 城 小 爱', '王 力 宏', 9)]","[('大 城 小 爱', '王 力 宏', 6), ('大 城 小 爱', '王 力 宏', 8)]"
64,张地是一个山东人，从小受到的便是孔孟思想的熏陶，尤其近年来出现诸多不道德现象，更是让张地痛心疾首，决定创作一首歌曲更加呼吁大家：上下五千年，中华好儿孙，温良恭谦让，仁义礼智信……，歌词如人心，相信这首《我是堂堂正正的中国人》会给大家带来正能量的心灵启迪,[],[]
65,《脸》是王菲演唱的一首歌曲，由林夕作词、王菲作曲，周广斌编曲,"[('脸', '王 菲', 6), ('脸', '林 夕', 8), ('脸', '王 菲', 9)]","[('脸', '王 菲', 6), ('脸', '林 夕', 8), ('脸', '王 菲', 9)]"
66,主打歌《不失不忘》及《月光》由崔子格亲自作词作曲，作为文艺电影《我在这里等你》的主题歌和插曲，与电影中唯美画面紧密结合，相得益彰,"[('月 光', '崔 子 格', 8), ('月 光', '崔 子 格', 9), ('不 失 不 忘', '崔 子 格', 9), ('不 失 不 忘', '崔 子 格', 8)]","[('月 光', '崔 子 格', 8), ('不 失 不 忘', '崔 子 格', 9), ('月 光', '崔 子 格', 6), ('不 失 不 忘', '崔 子 格', 8)]"
67,周杰伦2000年出道以来，一直都是发唱片最快的一位创作型歌手，也是歌坛唯一一位能够一周创作出50首曲子的人，从脍炙人口的《爱在西元前》《七里香》到中国风的歌曲《青花瓷》《菊花台》，周杰伦的歌有了无数的粉丝、但是，最近5年以来，周杰伦似乎变了一个人，不再写歌，不知道我们多长时间都没有再听过周杰伦的好歌了，所谓的江郎才尽，形容周杰伦再合适不过了,"[('爱 在 西 元 前', '周 杰 伦', 6), ('爱 在 西 元 前', '周 杰 伦', 9), ('青 花 瓷', '周 杰 伦', 6), ('青', '周 杰 伦', 9), ('菊 花 台', '周 杰 伦', 6), ('菊 花 台', '周 杰 伦', 9)]","[('青 花 瓷', '周 杰 伦', 6), ('菊 花 台', '周 杰 伦', 6), ('爱 在 西 元 前', '周 杰 伦', 6), ('爱 在 西 元 前', '周 杰 伦', 9)]"
68,《那一次》是收录在专辑《旧时光》中的一首歌曲，由80后音乐人苍茫作词作曲演唱，2004年11月18日发行，时长3分57秒,"[('那 一 次', '旧 时 光', 7), ('那 一 次', '苍 茫', 8), ('那 一 次', '苍 茫', 9)]","[('那 一 次', '旧 时 光', 7), ('那 一 次', '苍 茫', 6), ('那 一 次', '苍 茫', 8), ('那 一 次', '苍 茫', 9)]"
69,《你好可爱》是由吴克羣填词、谱曲并和宋智孝合唱的一首歌曲，收录于吴克羣2015年4月10日发行的专辑《数星星的人》中,"[('你 好 可 爱', '吴 克 羣', 8)]","[('你 好 可 爱', '宋 智 孝', 6), ('你 好 可 爱', '吴 克 羣', 9), ('你 好 可 爱', '数 星 星 的 人', 7), ('你 好 可 爱', '吴 克 羣', 8)]"
70,《第几个100天》是林俊杰演唱的歌曲，由姚若龙作词，林俊杰作曲，首发于2009年12月2日1，收录在林俊杰2009年12月18日推出的专辑《100天》中,"[('第 几 个 100 天', '姚 若 龙', 8)]","[('第 几 个 100 天', '林 俊 杰', 9), ('第 几 个 100 天', '100 天', 7), ('第 几 个 100 天', '姚 若 龙', 8), ('第 几 个 100 天', '林 俊 杰', 6)]"
